source_id,source_subject,source_text,target_subject,target_domain,target_text,target_mappings
57,How does snow form?,"Water evaporates from the ground up to the sky.
Water droplets are in clouds.
The air gets cold.
Water droplets turn into ice crystals.
Ice crystals in clouds stick together and become snowflakes.",How does a plant grow?,Biology,"A seed is planted in the soil.
The seed absorbs water from the soil.
The seed begins to germinate and sends out roots and shoots.
The shoots grow upwards and absorb sunlight.
The sunlight is used to make food from carbon dioxide and water.
The food is used to fuel the growth of the plant.","Water evaporates : seed planted
Water droplets : water absorbed
Ice crystals : roots and shoots
Snowflakes : food made from carbon dioxide and water"
57,How does snow form?,"Water evaporates from the ground up to the sky.
Water droplets are in clouds.
The air gets cold.
Water droplets turn into ice crystals.
Ice crystals in clouds stick together and become snowflakes.",How does salt form?,Chemistry,"Acids react with bases to form salt and water.
The salt and water form a solution.
The solution is cooled, causing the salt to precipitate out of the solution.
The salt forms crystals, which are then washed with pure water.
The crystalized salt is then dried and collected.","Water : Acids
Clouds : Bases
Ice Crystals : Salt
Snowflakes : Crystals"
58,How do floods happen?,"There is a lot of rain or a dam breaks.
Water levels of a river or lake get higher.
Water builds up on the ground.
Water covers streets.
Water gets deep in some places.
Water goes into houses and other buildings.
The rain stops or the dam is repaired.
Water flows into streams.
The rest of the floodwater evaporates.",How does a power surge happen?,Electrical Engineering,"A power surge occurs in an electrical system.
The voltage of the system increases beyond its normal levels.
The increased voltage can cause electrical components to malfunction or even break.
This can cause electrical fires, power outages, and other electrical issues.","Rain or dam breaks : power surge
Water levels : voltage
Water : electrical components
Floodwater : electrical fires"
58,How do floods happen?,"There is a lot of rain or a dam breaks.
Water levels of a river or lake get higher.
Water builds up on the ground.
Water covers streets.
Water gets deep in some places.
Water goes into houses and other buildings.
The rain stops or the dam is repaired.
Water flows into streams.
The rest of the floodwater evaporates.",How does a dam release energy?,Mechanical Engineering,"A large amount of energy is stored in a dam.
When the dam's gates are opened, the energy is released and the water flows down.
The water builds up and floods the surrounding areas.
As the water flows downstream, it carries debris and sediment, which can cause further flooding.
The floodwaters eventually recede as the energy is dissipated and the water is absorbed or evaporated.","Rain or dam breaks : dam's gates opened
Water levels of river or lake : energy stored in dam
Water covers streets : water flows down
Water into houses : water builds up
Streams : water flows downstream
Evaporation : water is absorbed or evaporated"
58,How do floods happen?,"There is a lot of rain or a dam breaks.
Water levels of a river or lake get higher.
Water builds up on the ground.
Water covers streets.
Water gets deep in some places.
Water goes into houses and other buildings.
The rain stops or the dam is repaired.
Water flows into streams.
The rest of the floodwater evaporates.",How does a pressure vessel work?,Chemical Engineering,"A reaction takes place in a container.
Heat is added to the reaction.
The reaction produces a gas.
The pressure from the gas builds up inside the container.
The pressure causes the container to rupture.
The gas is released and the pressure is relieved.","Rain/Dam : Heat
River/Lake : Reaction
Ground : Container
Streets : Gas
Houses/Buildings : Pressure
Streams : Rupture
Evaporates : Release"
58,How do floods happen?,"There is a lot of rain or a dam breaks.
Water levels of a river or lake get higher.
Water builds up on the ground.
Water covers streets.
Water gets deep in some places.
Water goes into houses and other buildings.
The rain stops or the dam is repaired.
Water flows into streams.
The rest of the floodwater evaporates.",How do winds cause erosion?,Physics,"The sun heats up the atmosphere.
Hot air rises and cold air sinks.
This causes wind to flow.
Wind causes waves in a body of water.
The waves create erosion in the shoreline.
Erosion causes flooding in nearby areas.","Rain/Dam : Sun
Rivers/Lakes : Atmosphere
Water : Wind
Streets/Houses/Buildings : Shoreline
Evaporation : Erosion"
58,How do floods happen?,"There is a lot of rain or a dam breaks.
Water levels of a river or lake get higher.
Water builds up on the ground.
Water covers streets.
Water gets deep in some places.
Water goes into houses and other buildings.
The rain stops or the dam is repaired.
Water flows into streams.
The rest of the floodwater evaporates.",How does an infection spread?,Biology,"A virus enters the body of a person or animal.
The virus reproduces and spreads throughout the body.
The virus multiplies quickly, causing infection.
The infection causes inflammation and damage to the body's tissues.
The virus continues to spread until the body's immune system can fight it off.","Rain or dam breaks : virus
River or lake : body
Ground : body's tissues
Streets : inflammation and damage
Houses and buildings : immune system"
58,How do floods happen?,"There is a lot of rain or a dam breaks.
Water levels of a river or lake get higher.
Water builds up on the ground.
Water covers streets.
Water gets deep in some places.
Water goes into houses and other buildings.
The rain stops or the dam is repaired.
Water flows into streams.
The rest of the floodwater evaporates.",How does an exothermic reaction work?,Chemistry,"A chemical reaction occurs between an acid and a base.
The reaction produces heat and a gas.
The heat causes the gas to expand and creates pressure.
The pressure increases the volume of the reaction mixture and forces the reaction to occur faster.
The reaction continues until the acid and base are completely consumed.","Rain or dam break : chemical reaction
River or lake : acid and base
Water : heat and gas
Streets, houses, and buildings : pressure
Streams : volume of reaction mixture 
Evaporation : complete consumption of acid and base"
61,How does sediment turn into sedimentary rock?,"Minerals fill spaces between bits of sediment.
The sediments become glued together.
The glued together parts become hard like cement.
The sediment becomes a big rock.
The rocks erode slowly.
The rocks come apart.
The rocks become smaller rocks.
The rocks continue to erode into smaller rocks.
The process starts again.",How does electric current turn into wire?,Electrical Engineering,"An electric current is sent through a wire.
The current heats the wire and causes electrons to move.
The electrons travel through the wire and fill the spaces between conductive particles.
The particles become tightly bound together.
This process continues until the wire is hard and the electrons are unable to move.
The wire can then be used to send and receive electrical signals.","Minerals : Electrons
Sediment : Conductive Particles
Cement : Wire
Erode : Heat"
61,How does sediment turn into sedimentary rock?,"Minerals fill spaces between bits of sediment.
The sediments become glued together.
The glued together parts become hard like cement.
The sediment becomes a big rock.
The rocks erode slowly.
The rocks come apart.
The rocks become smaller rocks.
The rocks continue to erode into smaller rocks.
The process starts again.",How does machining steel work?,Mechanical Engineering,"Materials are placed in a mold.
Pressure is applied to the materials, causing them to bond together.
The materials become hard like steel.
The steel is then machined to the desired shape and size.
The machined steel is then polished and painted to protect it from corrosion.
The machined steel is now ready for use.","Minerals : Materials
Sediment : Mold
Glued together : Pressure
Cement : Bonding
Rocks : Steel
Erode : Machined
Smaller rocks : Polished"
61,How does sediment turn into sedimentary rock?,"Minerals fill spaces between bits of sediment.
The sediments become glued together.
The glued together parts become hard like cement.
The sediment becomes a big rock.
The rocks erode slowly.
The rocks come apart.
The rocks become smaller rocks.
The rocks continue to erode into smaller rocks.
The process starts again.",How does a chemical reaction create a solid?,Chemical Engineering,"Chemicals react to form a new substance.
The new substance is then heated to create a reaction.
The reaction creates bonds between the molecules.
The bonds between the molecules make the substance harden.
The hardened substance is cooled and becomes a solid.
The solid is the new chemical.","sediment : chemicals
glued together : heated 
cement : reaction
rock : bonds
erode : cooled"
61,How does sediment turn into sedimentary rock?,"Minerals fill spaces between bits of sediment.
The sediments become glued together.
The glued together parts become hard like cement.
The sediment becomes a big rock.
The rocks erode slowly.
The rocks come apart.
The rocks become smaller rocks.
The rocks continue to erode into smaller rocks.
The process starts again.",How does a prism work?,Physics,"Particles of light enter a prism.
The light is bent and separated into its individual components.
The individual components are projected onto a surface.
The patterns on the surface are then analyzed and used to understand the properties of the light.","Minerals : Particles of light
Sediment : Prism
Cement : Bent and separated light
Rocks : Individual components
Erode : Projected onto a surface"
61,How does sediment turn into sedimentary rock?,"Minerals fill spaces between bits of sediment.
The sediments become glued together.
The glued together parts become hard like cement.
The sediment becomes a big rock.
The rocks erode slowly.
The rocks come apart.
The rocks become smaller rocks.
The rocks continue to erode into smaller rocks.
The process starts again.",How does fossilization take place?,Biology,"Organisms fill the voids between sedimentary particles.
The particles are bound together by the organisms.
The binded particles form a structure strong enough to withstand environmental pressures.
Over time the organisms die and decompose, leaving behind a fossilized structure.
The fossilized structure is exposed to further physical and chemical weathering, breaking it down into smaller and smaller particles.
The process starts again.","Minerals : Organisms
Sediment : Sedimentary Particles
Cement : Fossilized Structure
Rocks : Physical and Chemical Weathering"
61,How does sediment turn into sedimentary rock?,"Minerals fill spaces between bits of sediment.
The sediments become glued together.
The glued together parts become hard like cement.
The sediment becomes a big rock.
The rocks erode slowly.
The rocks come apart.
The rocks become smaller rocks.
The rocks continue to erode into smaller rocks.
The process starts again.",How does a chemical reaction occur?,Chemistry,"Molecules react with each other, forming new compounds.
The new compounds become bonded together.
The bonds become strong, like a covalent bond.
The compounds form a big molecule.
The molecule breaks down slowly.
The molecule is broken into smaller molecules.
The smaller molecules continue to break down into even smaller molecules.
The process starts again.","sediment : molecules
glued together parts : compounds
hard like cement : covalent bonds
rock : molecule"
64,How are ravines formed?,"An area is at a higher elevation than the surrounding area.
Rain falls.
Water is in the area of high elevation.
The water creates a stream.
The stream moves towards lower elevation.
The stream continues along the same path for a long time.
The soil and rocks erode where the stream touches them.
The stream moves deeper into the soil.
The stream is smaller than the eroded area.",How does magnetic levitation work?,Electrical Engineering,"Electricity is sent through a conductor.
The electricity creates a magnetic field.
The magnetic field attracts ferromagnetic materials.
The ferromagnetic materials are drawn to the conductor.
The conductor moves further into the ferromagnetic material,
causing it to erode and create a deeper path.
The conductor is now smaller than the eroded area.","Higher elevation : electricity
Rain : conductor
Water : magnetic field
Stream : ferromagnetic materials
Soil and rocks : erode"
64,How are ravines formed?,"An area is at a higher elevation than the surrounding area.
Rain falls.
Water is in the area of high elevation.
The water creates a stream.
The stream moves towards lower elevation.
The stream continues along the same path for a long time.
The soil and rocks erode where the stream touches them.
The stream moves deeper into the soil.
The stream is smaller than the eroded area.",How do slopes erode to form ravines?,Mechanical Engineering,"A slope is at a higher elevation than the surrounding area.
A heavy load is placed on the slope.
The weight of the load causes the soil and rocks to move downwards.
The soil and rocks move further down the slope, creating a steeper angle.
As the angle of the slope gets steeper, the force of gravity increases.
The increased gravitational force causes the slope to continue to erode, eventually forming a ravine.","Rain : Heavy Load
Water : Soil and Rocks
Stream : Slope
Erode : Move Downwards"
64,How are ravines formed?,"An area is at a higher elevation than the surrounding area.
Rain falls.
Water is in the area of high elevation.
The water creates a stream.
The stream moves towards lower elevation.
The stream continues along the same path for a long time.
The soil and rocks erode where the stream touches them.
The stream moves deeper into the soil.
The stream is smaller than the eroded area.",How are channels formed by acid erosion?,Chemical Engineering,"A chemical reaction creates an acid.
The acid is denser than the surrounding environment.
The acid travels towards lower elevations.
The acid reacts with the soil and rocks, dissolving them.
The acid continues to travel along the same path for a long time.
The acid creates a channel in the soil and rocks.
The channel is deeper than the original surface.
The acid is eventually neutralized and its volume is decreased.","rain : chemical reaction
water : acid
stream : acid
erode : dissolve
soil and rocks : soil and rocks"
64,How are ravines formed?,"An area is at a higher elevation than the surrounding area.
Rain falls.
Water is in the area of high elevation.
The water creates a stream.
The stream moves towards lower elevation.
The stream continues along the same path for a long time.
The soil and rocks erode where the stream touches them.
The stream moves deeper into the soil.
The stream is smaller than the eroded area.",How does light create the illusion of depth and height?,Physics,"Light from the sun reaches the earth.
The light is reflected off the surfaces of objects.
The reflected light waves are scattered in different directions.
This scattering of light creates shadows in certain areas.
These shadows make some areas appear darker than others.
The shadows give the illusion of depth and height.","Area of higher elevation : areas which appear darker
Rain : light from the sun
Stream : reflected light waves
Soil and rocks : scattering of light
Eroded area : shadows"
64,How are ravines formed?,"An area is at a higher elevation than the surrounding area.
Rain falls.
Water is in the area of high elevation.
The water creates a stream.
The stream moves towards lower elevation.
The stream continues along the same path for a long time.
The soil and rocks erode where the stream touches them.
The stream moves deeper into the soil.
The stream is smaller than the eroded area.",How does species range expansion occur?,Biology,"A species is found in an area of higher biodiversity than its surrounding area.
The species reproduces, creating a larger population.
The species then moves into the area of lower biodiversity.
The species continues to spread in the new area over a long period of time.
The environment and other species near the spreading species are affected by its presence.
The species takes up more space than its original area, creating a larger range.","Higher elevation : higher biodiversity
Rain : species reproduction
Water : species
Stream : species spreading
Erosion : environmental and species effects
Soil and rocks : range expansion"
64,How are ravines formed?,"An area is at a higher elevation than the surrounding area.
Rain falls.
Water is in the area of high elevation.
The water creates a stream.
The stream moves towards lower elevation.
The stream continues along the same path for a long time.
The soil and rocks erode where the stream touches them.
The stream moves deeper into the soil.
The stream is smaller than the eroded area.",How do chemical reactions shape the environment?,Chemistry,"A chemical reaction takes place in a container.
The reactants are mixed together and heated.
The reaction produces a product with a lower energy state.
The product is less stable than the reactants and is released from the container.
The product then reacts with the environment, resulting in a chemical reaction with the environment.
The reaction changes the environment, creating a new landscape.","Area of higher elevation : container
Rain : reactants
Water : product with lower energy state
Stream : product
Soil and rocks : environment
Eroded area : new landscape"
76,How does sedimentary rock form?,"Wind or water breaks small pieces off of a rock.
The wind or water deposits tiny rocks.
The rocks become known as sediment.
The layers of sediment are pressed together by other layers of sediment on top.
Minerals from the rocks in the sediment dissolve.
Minerals glue the sediment together into a single rock.",How does electrical energy storage work?,Electrical Engineering,"Electricity flows through a circuit.
The electricity is split into two parts in the circuit.
The two parts of the electricity flow in opposite directions.
The electricity is stored in capacitors.
The capacitors build up energy until they reach a threshold.
The capacitors then release their energy back into the circuit in one big burst.","Wind/water : electricity
Sediment : two parts of the electricity
Minerals : capacitors
Rock : energy stored in the capacitors"
76,How does sedimentary rock form?,"Wind or water breaks small pieces off of a rock.
The wind or water deposits tiny rocks.
The rocks become known as sediment.
The layers of sediment are pressed together by other layers of sediment on top.
Minerals from the rocks in the sediment dissolve.
Minerals glue the sediment together into a single rock.",How does welding work?,Mechanical Engineering,"Two metal parts are placed close together.
The parts are heated to a high temperature.
The parts are then cooled.
As the parts cool, metal atoms from each part move into the other part,
fusing the two parts together into a single piece.","Wind or water : two metal parts
Sediment : metal atoms 
Layers : heated to a high temperature
Minerals : cooled"
76,How does sedimentary rock form?,"Wind or water breaks small pieces off of a rock.
The wind or water deposits tiny rocks.
The rocks become known as sediment.
The layers of sediment are pressed together by other layers of sediment on top.
Minerals from the rocks in the sediment dissolve.
Minerals glue the sediment together into a single rock.",How does crystallization occur?,Chemical Engineering,"A chemical reaction creates a precipitate.
The precipitate is separated from the solution, and then deposited.
The precipitate accumulates, forming a solid.
The solid is exposed to further chemical reactions that cause it to crystallize.
The crystallized solid is now a crystalline material.","Wind or water : Chemical reaction
Sediment : Precipitate
Layers of sediment : Solution
Minerals : Further chemical reactions
Rocks : Crystallized solid."
76,How does sedimentary rock form?,"Wind or water breaks small pieces off of a rock.
The wind or water deposits tiny rocks.
The rocks become known as sediment.
The layers of sediment are pressed together by other layers of sediment on top.
Minerals from the rocks in the sediment dissolve.
Minerals glue the sediment together into a single rock.",How does a prism refract light?,Physics,"Light passes through a prism.
The light is refracted and split into its component colors, creating a rainbow.
The component colors then combine and recombine in various ways until the light is refocused at the end of the prism.
The light then exits the prism in a single, focused beam.","wind/water : light
sediment : component colors
rocks : prism
minerals : refraction"
76,How does sedimentary rock form?,"Wind or water breaks small pieces off of a rock.
The wind or water deposits tiny rocks.
The rocks become known as sediment.
The layers of sediment are pressed together by other layers of sediment on top.
Minerals from the rocks in the sediment dissolve.
Minerals glue the sediment together into a single rock.",How does a plant grow?,Biology,"A seed is planted in the soil.
Water and nutrients are absorbed by the roots of the seed.
The seed sprouts, and begins to grow.
The seedling begins to photosynthesize and take in carbon dioxide.
The carbon dioxide is used to build stems and leaves.
The seedling grows into a larger plant.","Wind or water : seed
Sediment : soil
Minerals : water and nutrients
Layers of sediment : stems and leaves"
76,How does sedimentary rock form?,"Wind or water breaks small pieces off of a rock.
The wind or water deposits tiny rocks.
The rocks become known as sediment.
The layers of sediment are pressed together by other layers of sediment on top.
Minerals from the rocks in the sediment dissolve.
Minerals glue the sediment together into a single rock.",How are covalent bonds formed?,Chemistry,"A chemical reaction takes place when two substances are combined.
The reactants are converted into products.
The products undergo further reactions to form a complex molecule.
The complex molecule is held together by covalent bonds.
The covalent bonds give the molecule a unique structure and properties.","wind or water : chemical reaction
sediment : reactants
minerals : products
glue : covalent bonds"
78,How does sedimentary rock form?,"Wind and water erode rocks.
The wind and water pick up sediment that came off the rocks.
Sediment is carried to an area by the wind, water, air, or ice.
Sediment is deposited on the same spot many times.
The sediment piles on top of other sediment for a long time.
The sediment near the bottom is compressed by the weight of newer sediment.
The sediment becomes sedimentary rock as it is pushed together by the heavy weight.",How does a printed circuit board work?,Electrical Engineering,"Electrical current flows through the circuit.
The electrical current passes through the resistors and capacitors.
The resistors and capacitors are affected by the current,
causing them to heat up and store electrical energy.
The heat and energy cause the resistors and capacitors to be pushed together.
The combination of the resistors and capacitors form a printed circuit board.","Wind and water : electrical current
Sediment : resistors and capacitors
Deposited : heated up and store electrical energy
Pushed together : combination of resistors and capacitors
Sedimentary rock : printed circuit board"
78,How does sedimentary rock form?,"Wind and water erode rocks.
The wind and water pick up sediment that came off the rocks.
Sediment is carried to an area by the wind, water, air, or ice.
Sediment is deposited on the same spot many times.
The sediment piles on top of other sediment for a long time.
The sediment near the bottom is compressed by the weight of newer sediment.
The sediment becomes sedimentary rock as it is pushed together by the heavy weight.",How does a block form?,Mechanical Engineering,"A material is loaded onto a conveyor belt.
The conveyor belt moves the material to a different area.
The material is dropped off in the same spot multiple times.
The material piles on top of itself over time.
The material at the bottom is compressed by the weight of the material above it.
The material is now compressed and solidified into a block.","Wind and water : conveyor belt
Sediment : material
Erode : move
Deposit : drop off
Piles : piles"
78,How does sedimentary rock form?,"Wind and water erode rocks.
The wind and water pick up sediment that came off the rocks.
Sediment is carried to an area by the wind, water, air, or ice.
Sediment is deposited on the same spot many times.
The sediment piles on top of other sediment for a long time.
The sediment near the bottom is compressed by the weight of newer sediment.
The sediment becomes sedimentary rock as it is pushed together by the heavy weight.",How does chemical synthesis work?,Chemical Engineering,"Chemicals are mixed in a reaction vessel.
The chemicals react to form a new compound.
The product is then heated to a high temperature.
The heat causes the molecules to break down and recombine, forming a new substance.
The new substance is then cooled, allowing it to solidify into a new solid material.","Wind/water : chemicals
Sediment : compound
Deposited : heated
Pushed together : broken down and recombined
Sedimentary rock : new solid material"
78,How does sedimentary rock form?,"Wind and water erode rocks.
The wind and water pick up sediment that came off the rocks.
Sediment is carried to an area by the wind, water, air, or ice.
Sediment is deposited on the same spot many times.
The sediment piles on top of other sediment for a long time.
The sediment near the bottom is compressed by the weight of newer sediment.
The sediment becomes sedimentary rock as it is pushed together by the heavy weight.",How does imaging with light work?,Physics,"Light travels through space in the form of waves.
The waves pass through objects in their path.
The waves bounce off the objects and travel in a different direction.
The waves that are bounced back are collected to form an image of the object.","Wind and Water : Light
Sediment : Waves
Deposited : Bounced Back
Sedimentary Rock : Image"
78,How does sedimentary rock form?,"Wind and water erode rocks.
The wind and water pick up sediment that came off the rocks.
Sediment is carried to an area by the wind, water, air, or ice.
Sediment is deposited on the same spot many times.
The sediment piles on top of other sediment for a long time.
The sediment near the bottom is compressed by the weight of newer sediment.
The sediment becomes sedimentary rock as it is pushed together by the heavy weight.",How does natural selection work?,Biology,"Organisms reproduce and create new generations.
The new generations have small variations in their traits.
Some of these variations may be favorable in the environment.
These favorable traits are passed down to future generations.
Over time, the population becomes better adapted to the environment and the traits become more common in the population.","Wind and water : Organisms
Sediment : Variations
Erode : Reproduce
Deposit : Pass down
Compressed : Become more common"
78,How does sedimentary rock form?,"Wind and water erode rocks.
The wind and water pick up sediment that came off the rocks.
Sediment is carried to an area by the wind, water, air, or ice.
Sediment is deposited on the same spot many times.
The sediment piles on top of other sediment for a long time.
The sediment near the bottom is compressed by the weight of newer sediment.
The sediment becomes sedimentary rock as it is pushed together by the heavy weight.",How does a sedimentary rock form?,Chemistry,"Chemical reactions occur in the ocean.
The reactions cause elements to come together and form compounds.
These compounds are carried away by the ocean currents.
The compounds accumulate in different areas of the ocean.
The compounds slowly build up and form a layer.
The layer hardens as pressure from deeper layers increases.
The hardened layer is now a sedimentary rock.","Wind and water : Chemical reactions
Sediment : elements and compounds
Air or ice : ocean currents
Piles of sediment : layer
Compressed sediment : pressure from deeper layers"
80,How are mountains formed?,"Tectonic plates beneath the earth rub against each other.
The rocks around the cracks crumble.
An earth quake happens.
The force of the earthquake is large.
Rocks are pushed up out of the earth by the force.
These rocks become volcanos.
The volcanos erupt many times.
The size of the rocky area grows.
The volcano becomes dormant.
The volcano and its eruptions become a mountain.",How does a raised surface form?,Electrical Engineering,"An electrical current is passed through a conductor.
The conductor heats up due to the current, causing it to expand.
As the conductor expands, it is pushed up by the force of the current.
This force is strong enough to push the conductor up, creating a raised surface.
The raised surface is then cooled and hardened, forming a permanent structure.","Tectonic plates : electrical current
Earthquakes : conductor
Volcanos : heated conductor
Eruptions : force of current
Mountain : raised surface"
80,How are mountains formed?,"Tectonic plates beneath the earth rub against each other.
The rocks around the cracks crumble.
An earth quake happens.
The force of the earthquake is large.
Rocks are pushed up out of the earth by the force.
These rocks become volcanos.
The volcanos erupt many times.
The size of the rocky area grows.
The volcano becomes dormant.
The volcano and its eruptions become a mountain.",How does metal forming work?,Mechanical Engineering,"A sheet of metal is placed between two rollers.
The rollers apply force to the sheet, and the sheet is squeezed and stretched between the rollers.
The sheet is heated to a certain temperature, and the rollers press the heated sheet into a predetermined shape.
The rollers deform the sheet, creating a three-dimensional object.","Tectonic plates : Sheet of metal
Earthquake : Rollers
Force : Force
Rocks : Heated Sheet
Volcanos : Predetermined shape"
80,How are mountains formed?,"Tectonic plates beneath the earth rub against each other.
The rocks around the cracks crumble.
An earth quake happens.
The force of the earthquake is large.
Rocks are pushed up out of the earth by the force.
These rocks become volcanos.
The volcanos erupt many times.
The size of the rocky area grows.
The volcano becomes dormant.
The volcano and its eruptions become a mountain.",How is chemical reaction used to form products?,Chemical Engineering,"Chemicals are heated in a reaction chamber.
The heat causes the chemicals to break down into smaller molecules.
The smaller molecules recombine to form larger molecules.
This reaction creates large amounts of energy which results in a pressure build-up.
The pressure is released by venting the reaction chamber, causing the larger molecules to be expelled.
These larger molecules form a solid, which can be shaped into a variety of products.","Tectonic plates : Chemicals
Earthquake : Heat
Rocks : Smaller molecules
Volcano : Larger molecules
Eruptions : Pressure build-up
Mountain : Solid product"
80,How are mountains formed?,"Tectonic plates beneath the earth rub against each other.
The rocks around the cracks crumble.
An earth quake happens.
The force of the earthquake is large.
Rocks are pushed up out of the earth by the force.
These rocks become volcanos.
The volcanos erupt many times.
The size of the rocky area grows.
The volcano becomes dormant.
The volcano and its eruptions become a mountain.",How does gravity form mountains?,Physics,"Gravity pulls objects towards each other.
The objects begin to move closer together.
Collisions between the objects occur.
The collisions release kinetic energy.
This energy is converted into heat and pressure.
The heat and pressure cause the objects to melt and form magma.
The magma cools and hardens, forming a mountain.","Tectonic plates : objects 
Earthquake : collisions 
Force : kinetic energy 
Rocks : magma 
Volcano : mountain"
80,How are mountains formed?,"Tectonic plates beneath the earth rub against each other.
The rocks around the cracks crumble.
An earth quake happens.
The force of the earthquake is large.
Rocks are pushed up out of the earth by the force.
These rocks become volcanos.
The volcanos erupt many times.
The size of the rocky area grows.
The volcano becomes dormant.
The volcano and its eruptions become a mountain.",How do bacteria contribute to mountain formation?,Biology,"Bacteria consume decaying organic matter in the soil.
As the bacteria consume the organic matter, they produce carbon dioxide.
The carbon dioxide accumulates in the soil and forms bubbles.
This carbon dioxide helps to break down the minerals in the soil and erode the area.
The eroded area gradually forms a hill or mountain.","Tectonic plates : Bacteria
Earthquakes : Carbon dioxide
Rocks : Organic matter
Volcano : Soil
Eruptions : Bubbles
Mountain : Eroded area"
80,How are mountains formed?,"Tectonic plates beneath the earth rub against each other.
The rocks around the cracks crumble.
An earth quake happens.
The force of the earthquake is large.
Rocks are pushed up out of the earth by the force.
These rocks become volcanos.
The volcanos erupt many times.
The size of the rocky area grows.
The volcano becomes dormant.
The volcano and its eruptions become a mountain.",How are mountains formed through chemical reactions?,Chemistry,"Chemicals react and combine to form new compounds.
The new compounds can be in solid, liquid, or gaseous form.
The energy of the reaction causes the new compounds to expand and push against their surroundings.
This pressure causes the new compounds to form a mountain.
The mountain will continue to grow as more compounds are formed.","Tectonic plates : chemicals
Earthquake : energy of the reaction
Rocks : new compounds
Volcano : pressure
Eruptions : expansion"
112,What happens during photosynthesis?,"Carbon dioxide enters the leaf through the stomates.
Water is absorbed by the plant and transported to the leaves.
Sunlight is captured by the plant.
Energy in the form of ATP is made from the sun's energy.
Carbon dioxide, water, and ATP form sugars via the Calvin cycle.
Oxygen is given off as a byproduct.
Oxygen leaves the leaf through the stomates.
Water is reused or it leaves the leaf.
The sugars can be used by the plant to make cellulose.",How does a solar panel works?,Electrical Engineering,"Photovoltaic cells, made of semi-conductive material, capture photons from sunlight and release electrons that flow as a direct current.
This direct current is then converted into usable alternating current by an inverter.
This alternating current can be fed into the electrical grid or stored for later use.","light : sunlight
leaves in the plants : photovoltaic cells
chemical energy : electrical energy
Calvin cycle : inverter
sugars : alternating current"
112,What happens during photosynthesis?,"Carbon dioxide enters the leaf through the stomates.
Water is absorbed by the plant and transported to the leaves.
Sunlight is captured by the plant.
Energy in the form of ATP is made from the sun's energy.
Carbon dioxide, water, and ATP form sugars via the Calvin cycle.
Oxygen is given off as a byproduct.
Oxygen leaves the leaf through the stomates.
Water is reused or it leaves the leaf.
The sugars can be used by the plant to make cellulose.",How does a wind turbine work?,Mechanical Engineering,"A wind turbine captures the kinetic energy from the wind.
The kinetic energy is converted into mechanical energy.
The mechanical energy is used to turn a generator, which produces electricity.
This electricity can then be used to power devices and appliances.","Carbon dioxide : Wind
Stomates : Wind turbine
Water : Kinetic energy
Sunlight : Mechanical energy
ATP : Generator
Calvin Cycle : Electricity
Oxygen : Devices and appliances
Cellulose : Power"
112,What happens during photosynthesis?,"Carbon dioxide enters the leaf through the stomates.
Water is absorbed by the plant and transported to the leaves.
Sunlight is captured by the plant.
Energy in the form of ATP is made from the sun's energy.
Carbon dioxide, water, and ATP form sugars via the Calvin cycle.
Oxygen is given off as a byproduct.
Oxygen leaves the leaf through the stomates.
Water is reused or it leaves the leaf.
The sugars can be used by the plant to make cellulose.",How does a chemical reactor works?,Chemical Engineering,"A chemical reaction takes place in a reactor.
The reactants are combined with a catalyst to create new products.
The products are separated from the reactants and collected.
The products can then be used for various applications.","Carbon dioxide : Reactants
Water : Catalyst
Sunlight : Chemical Reaction
ATP : Products
Calvin cycle : Separating Products
Oxygen : Collecting Products
Sugars : Various Applications"
112,What happens during photosynthesis?,"Carbon dioxide enters the leaf through the stomates.
Water is absorbed by the plant and transported to the leaves.
Sunlight is captured by the plant.
Energy in the form of ATP is made from the sun's energy.
Carbon dioxide, water, and ATP form sugars via the Calvin cycle.
Oxygen is given off as a byproduct.
Oxygen leaves the leaf through the stomates.
Water is reused or it leaves the leaf.
The sugars can be used by the plant to make cellulose.",How does a lens filter light?,Physics,"Light enters a lens.
The light passes through the lens, and any unwanted reflections are filtered out.
The light is then focused onto a surface, creating an image.
The filtered light is then used to create the image, while the unwanted reflections are discarded.","light : light
stomates : lens
sugars : image
Carbon dioxide : filtered light
unwanted reflections : unwanted reflections"
112,What happens during photosynthesis?,"Carbon dioxide enters the leaf through the stomates.
Water is absorbed by the plant and transported to the leaves.
Sunlight is captured by the plant.
Energy in the form of ATP is made from the sun's energy.
Carbon dioxide, water, and ATP form sugars via the Calvin cycle.
Oxygen is given off as a byproduct.
Oxygen leaves the leaf through the stomates.
Water is reused or it leaves the leaf.
The sugars can be used by the plant to make cellulose.",What is photosynthesis? ,Biology,"Chloroplasts in the leaves of the plant absorb sunlight.
The light is used to convert carbon dioxide and water into glucose and oxygen.
The glucose provides the energy for the plant to make cellulose, while the oxygen is released into the atmosphere.
The process is known as photosynthesis and is the basis for most life on Earth.","Carbon dioxide : Carbon dioxide
Stomates : Chloroplasts
Water : Water
Sunlight : Light
ATP : Glucose
Calvin Cycle : Photosynthesis
Oxygen : Oxygen"
