source_id,source_subject,source_text,target_subject,target_text,target_mappings
628,Describe how the pancreas works,"Over 99% of the exocrine pancreas cells produce digestive juices.
They secrete digestive juice ""externally"" into the small intestine.
There are enzymes for breaking down fats, proteins , and carbohydrates.
Digestive juices flows from the pancreas through an excretory duct into the small intestine.
When the blood sugar levels rise, as they might after a meal, insulin is released.
When blood sugar levels are too low, the pancreas releases glucagon into the bloodstream.",Describe how the liver works,"The liver is responsible for producing bile.
Bile is a liquid that helps break down fat, allowing it to be digested.
Bile is produced in the liver, stored in the gallbladder, then secreted into the small intestine.
The liver also produces and secretes cholesterol, which is essential for producing hormones, building cell membranes, and making vitamins.
When the body needs energy, it releases glucose from the liver into the bloodstream, and when there is too much glucose, it stores it in the form of glycogen in the liver. ","exocrine pancreas cells : liver
digestive juices : bile
enzymes : cholesterol
insulin : glucose
glucagon : glycogen"
635,Describe the life cycle of a bird,"An egg is laid by a mother bird.
A baby bird forms within the egg if it is fertilized.
The baby bird begins pecking out of the egg.
The baby bird is unable to fly to get food.
The mother bird must feed the baby bird food.
The bird grows stronger and grows wings.
The bird is able to fly.
The bird is able to leave the nest and find food.
The bird is able to reproduce.",Describe the life cycle of a butterfly or moth,"A caterpillar hatches from an egg.
The caterpillar grows and molts several times.
It feeds on leaves or other plants.
The caterpillar builds a cocoon or chrysalis.
The caterpillar goes through the process of metamorphosis.
It emerges as a butterfly or moth.
The butterfly or moth feeds on nectar and mates.
The butterfly or moth lays eggs and eventually dies.","egg : egg
baby bird : caterpillar
mother bird : butterfly or moth
wings : cocoon or chrysalis
nest : process of metamorphosis
food : nectar"
635,Describe the life cycle of a bird,"An egg is laid by a mother bird.
A baby bird forms within the egg if it is fertilized.
The baby bird begins pecking out of the egg.
The baby bird is unable to fly to get food.
The mother bird must feed the baby bird food.
The bird grows stronger and grows wings.
The bird is able to fly.
The bird is able to leave the nest and find food.
The bird is able to reproduce.",Describe the life cycle of a butterfly,"A female butterfly lays her eggs on a plant.
Once the eggs hatch, caterpillars emerge and start to eat.
The caterpillars grow and shed their skin multiple times before they form a cocoon.
Once the cocoon is formed, the caterpillar is transformed into a butterfly.
The butterfly emerges with new wings and is able to fly to find food and reproduce.","Mother bird : female butterfly
Egg : eggs
Baby bird : caterpillars
Wings : wings"
635,Describe the life cycle of a bird,"An egg is laid by a mother bird.
A baby bird forms within the egg if it is fertilized.
The baby bird begins pecking out of the egg.
The baby bird is unable to fly to get food.
The mother bird must feed the baby bird food.
The bird grows stronger and grows wings.
The bird is able to fly.
The bird is able to leave the nest and find food.
The bird is able to reproduce.",Describe the life cycle of a butterfly,"A female butterfly lays eggs on the underside of a leaf.
The eggs hatch and larvae emerge.
The larvae, or caterpillar, eats leaves and grows.
When the caterpillar has grown enough, it forms a chrysalis.
The chrysalis is a protective cocoon in which the caterpillar undergoes metamorphosis.
The chrysalis eventually breaks open and a butterfly emerges.
The butterfly can then fly, find food and reproduce.","Egg : egg
Baby bird : larvae
Mother bird : female butterfly
Wings : chrysalis
Fly : fly"
636,Describe the life cycle of a bird,"A bird lays an egg.
The egg hatches into a baby bird.
Baby bird eats.
Grows into an adult bird.
The bird finds a mate.
The pair build a nest.
The birds lay eggs.",Describe the life cycle of a butterfly,"A female butterfly lays an egg on a plant.
The egg hatches into a caterpillar.
The caterpillar eats and grows.
The caterpillar enters the pupal stage and forms a chrysalis.
The chrysalis eventually breaks open, a fully matured butterfly emerges.
The butterfly finds a mate and lays eggs on plants.","bird : butterfly
egg : egg
baby bird : caterpillar
adult bird : butterfly
nest : chrysalis"
636,Describe the life cycle of a bird,"A bird lays an egg.
The egg hatches into a baby bird.
Baby bird eats.
Grows into an adult bird.
The bird finds a mate.
The pair build a nest.
The birds lay eggs.",Describe the life cycle of a butterfly,"A caterpillar hatches from an egg.
It eats and grows until it is time for it to pupate.
The caterpillar forms a cocoon and undergoes metamorphosis.
The caterpillar changes into a butterfly.
The butterfly finds a mate.
The pair lay eggs.
The eggs hatch and the life cycle of the butterfly begins again.","bird : butterfly
egg : egg
baby bird : caterpillar
adult bird : butterfly
nest : cocoon"
636,Describe the life cycle of a bird,"A bird lays an egg.
The egg hatches into a baby bird.
Baby bird eats.
Grows into an adult bird.
The bird finds a mate.
The pair build a nest.
The birds lay eggs.",Describe the life cycle of a butterfly,"A butterfly starts as an egg.
The egg hatches into a caterpillar.
The caterpillar eats and grows.
The caterpillar forms a chrysalis.
The chrysalis breaks open and the butterfly emerges.
The butterfly finds a mate.
The pair lay eggs.","bird : butterfly
egg : egg
baby bird : caterpillar
adult bird : butterfly
nest : chrysalis"
637,Describe the life cycle of a bird,"A bird hatches from an egg.
The bird is nurtured by its parents.
And is fed food for growth.
The bird grows.
Begins to learn how to fly.
The bird matures.
The bird leaves its nest.
The bird makes its own nest.",Describe the life cycle of a butterfly,"A butterfly emerges from a chrysalis.
The butterfly is nourished by the flowers it feeds on.
It grows and develops wings.
The butterfly matures and begins to fly.
The butterfly migrates to a new location.
The butterfly finds a mate and lays eggs.
The eggs hatch and the new butterflies start the cycle again.","
bird : butterfly
egg : chrysalis
parents : flowers
nest : location
makes its own nest : lays eggs"
637,Describe the life cycle of a bird,"A bird hatches from an egg.
The bird is nurtured by its parents.
And is fed food for growth.
The bird grows.
Begins to learn how to fly.
The bird matures.
The bird leaves its nest.
The bird makes its own nest.",Describe the life cycle of a butterfly,"A butterfly hatches from a cocoon.
The butterfly is nurtured by its parents.
And is fed nectar for growth.
The butterfly grows.
Begins to learn how to fly.
The butterfly matures.
The butterfly leaves its cocoon.
The butterfly makes its own cocoon.","bird : butterfly
egg : cocoon
nest : cocoon
food : nectar"
637,Describe the life cycle of a bird,"A bird hatches from an egg.
The bird is nurtured by its parents.
And is fed food for growth.
The bird grows.
Begins to learn how to fly.
The bird matures.
The bird leaves its nest.
The bird makes its own nest.",Describe the life cycle of a butterfly,"A caterpillar hatches from an egg.
The caterpillar is nourished by its parents.
And is fed leaves for growth.
The caterpillar grows.
Begins to spin a cocoon.
The caterpillar changes into a chrysalis.
The chrysalis matures.
The chrysalis opens and a butterfly emerges.
The butterfly makes its own nest.","bird : caterpillar
nest : cocoon
fly : chrysalis
matures : opens"
640,Describe the life cycle of a fish,"Fish lays eggs.
Eggs hatch.
Tiny fish called fry emerge.
Fry eat and grow.
Fry become adult fish.
Fish mate and more eggs are produced.",Describe the life cycle of a bird,"A female bird lays eggs.
The eggs hatch after a few weeks.
The newly hatched chicks are fed by both parents.
The chicks grow and learn to fly.
The chicks become adult birds.
The adult birds mate and more eggs are produced.","fish : bird
eggs : eggs
fry : chicks
adult fish : adult birds"
640,Describe the life cycle of a fish,"Fish lays eggs.
Eggs hatch.
Tiny fish called fry emerge.
Fry eat and grow.
Fry become adult fish.
Fish mate and more eggs are produced.",Describe the life cycle of a butterfly,"A female butterfly lays eggs.
The eggs hatch and larvae emerge.
The larvae feed and grow.
The larvae form into pupae.
The pupae develop into adult butterflies.
The adult butterflies mate and the process starts again.","Fish : butterfly
Eggs : eggs
Fry : larvae
Adult fish : adult butterflies"
640,Describe the life cycle of a fish,"Fish lays eggs.
Eggs hatch.
Tiny fish called fry emerge.
Fry eat and grow.
Fry become adult fish.
Fish mate and more eggs are produced.",Describe the life cycle of a bird,"A female bird lays eggs.
The eggs hatch and tiny chicks emerge.
The chicks eat and grow.
The chicks develop wings and feathers and learn to fly.
The chicks eventually become adult birds.
The adult birds mate and produce more eggs.","Fish : bird
Eggs : eggs
Fry : chicks
Adult fish : adult birds"
641,Describe the life cycle of a frog,"A tadpole is hatched.
The tadpole eventually grows hind legs.
The tadpole loses its tail.
The tadpole becomes a frog.
The frog mates with another frog to produce more offspring.
A tadpole is hatched.
The cycle begins again.",Describe the life cycle of a butterfly,"A caterpillar is hatched.
The caterpillar eats and grows.
The caterpillar forms a cocoon.
The caterpillar then changes into a chrysalis.
The chrysalis eventually emerges as a butterfly.
The butterfly mates to produce more offspring.
A caterpillar is hatched.
The cycle begins again.","Tadpole : caterpillar
Hind legs : cocoon
Tail : chrysalis
Frog : butterfly"
641,Describe the life cycle of a frog,"A tadpole is hatched.
The tadpole eventually grows hind legs.
The tadpole loses its tail.
The tadpole becomes a frog.
The frog mates with another frog to produce more offspring.
A tadpole is hatched.
The cycle begins again.",Describe the life cycle of a butterfly,"A caterpillar is hatched.
The caterpillar feeds and grows.
The caterpillar spins a cocoon.
The caterpillar's body is transformed into a butterfly.
The butterfly mates with another butterfly to produce more offspring.
A caterpillar is hatched.
The cycle begins again.","tadpole : caterpillar
hind legs : cocoon
tail : butterfly"
641,Describe the life cycle of a frog,"A tadpole is hatched.
The tadpole eventually grows hind legs.
The tadpole loses its tail.
The tadpole becomes a frog.
The frog mates with another frog to produce more offspring.
A tadpole is hatched.
The cycle begins again.",Describe the life cycle of a butterfly,"A butterfly starts as an egg.
The egg hatches into a caterpillar.
The caterpillar eats and grows.
The caterpillar forms a chrysalis.
The chrysalis hatches a butterfly.
The butterfly then mates and produces more eggs.
The cycle begins again.","Tadpole : egg
Hind legs : caterpillar
Tail : chrysalis
Frog : butterfly"
642,Describe the life cycle of a frog,"Frogs lay thousands of eggs.
Egg clusters float around in water.
Tadpoles with gills hatch from the eggs.
Tadpoles swim in water until they grow legs.
Absorbs their tails.
Then the tadpole becomes a froglet.
Then the froglet becomes a frog.",Describe the life cycle of a butterfly,"Butterflies lay eggs on leaves.
The eggs hatch into caterpillars.
The caterpillars feed on the leaves.
The caterpillars spin a cocoon and enter the pupa stage.
The pupa becomes a butterfly.
The butterfly breaks out of the cocoon, dries its wings, and flies away.","eggs : eggs
tadpoles : caterpillars
gills : cocoon
legs : wings
froglet : pupa
frog : butterfly"
642,Describe the life cycle of a frog,"Frogs lay thousands of eggs.
Egg clusters float around in water.
Tadpoles with gills hatch from the eggs.
Tadpoles swim in water until they grow legs.
Absorbs their tails.
Then the tadpole becomes a froglet.
Then the froglet becomes a frog.",Describe the life cycle of a butterfly,"Butterflies lay eggs on the leaves of plants.
The eggs hatch into caterpillars that feed on the leaves of the plant.
The caterpillars grow bigger and eventually create a chrysalis.
The caterpillars transform into a butterfly inside the chrysalis.
The butterfly emerges and flies away.","Eggs : eggs
Tadpoles : caterpillars
Gills : chrysalis
Legs : butterfly
Tails : flies away"
642,Describe the life cycle of a frog,"Frogs lay thousands of eggs.
Egg clusters float around in water.
Tadpoles with gills hatch from the eggs.
Tadpoles swim in water until they grow legs.
Absorbs their tails.
Then the tadpole becomes a froglet.
Then the froglet becomes a frog.",Describe the life cycle of a butterfly,"Butterflies lay eggs on the leaves of a host plant.
The eggs hatch into caterpillars, which feed on the host plant's leaves.
The caterpillars grow and molt several times until they enter a pupa stage.
The pupae hang from a stem or other structure and eventually emerge as adult butterflies.
The adult butterflies mate and lay eggs on host plants, starting the life cycle again.","Eggs : eggs
Tadpoles : caterpillars
Gills : pupae
Froglet : adult butterflies"
643,Describe the life cycle of a frog,"The frog's egg hatches and a tadpole is born.
The tadpole swims with its siblings and tries to survive.
The tadpole grows larger.
The tadpole loses its tail.
The tadpole develops limbs.
And the tadpole now becomes a frog.",Describe the life cycle of a butterfly,"A butterfly lays an egg on a plant.
The egg hatches into a caterpillar.
The caterpillar feeds on the plant leaves and grows bigger.
The caterpillar forms a chrysalis and sheds its skin.
A butterfly emerges from the chrysalis and spreads its wings.
The butterfly flies away and repeats the cycle again.","frog's egg : butterfly's egg
tadpole : caterpillar
tail : skin
limbs : wings"
643,Describe the life cycle of a frog,"The frog's egg hatches and a tadpole is born.
The tadpole swims with its siblings and tries to survive.
The tadpole grows larger.
The tadpole loses its tail.
The tadpole develops limbs.
And the tadpole now becomes a frog.",Describe the life cycle of a butterfly,"A butterfly's egg is laid on a leaf.
The egg hatches and a caterpillar is born.
The caterpillar feeds and grows larger.
The caterpillar grows a chrysalis, which it enters.
The caterpillar undergoes metamorphosis.
The caterpillar emerges from the chrysalis as a butterfly.","Tadpole : caterpillar
Tail : chrysalis
Limbs : metamorphosis
Frog : butterfly"
643,Describe the life cycle of a frog,"The frog's egg hatches and a tadpole is born.
The tadpole swims with its siblings and tries to survive.
The tadpole grows larger.
The tadpole loses its tail.
The tadpole develops limbs.
And the tadpole now becomes a frog.",Describe the life cycle of a butterfly,"A butterfly starts out as an egg.
The egg hatches and a caterpillar is born.
The caterpillar eats and grows larger.
The caterpillar sheds its skin several times as it grows.
The caterpillar then forms a chrysalis.
The chrysalis breaks open and a butterfly is born.","Frog's egg : butterfly's egg
Tadpole : caterpillar
Tail : skin
Limbs : chrysalis"
644,Describe the life cycle of a human,"A sperm meets an egg in the uterus of a woman.
The sperm implants itself into the egg.
The sperm and egg form a zygote on the wall of the uterus.
The fetus grows and develops.
The woman gives birth to a baby.
The baby is raised by parents until it is able to take care of itself.
The person goes out into the world and finds a job.
The person meets other people and has a life.
The person gets a career, and gets married.
The person retires and eventually passes away.",Describe the life cycle of a plant,"A seed is planted in soil.
The seed absorbs nutrients and water from the soil.
The seed germinates and grows into a seedling.
The seedling grows into a young plant and forms leaves, stems, and roots.
The young plant continues to grow and produces flowers.
The flowers are pollinated resulting in the production of fruits and seeds.
The fruits and seeds are dispersed to other locations and the process repeats itself.","sperm : seed
egg : soil
zygote : seedling
fetus : young plant
baby : flowers
parents : pollination
career : fruits and seeds
retires : dispersed"
644,Describe the life cycle of a human,"A sperm meets an egg in the uterus of a woman.
The sperm implants itself into the egg.
The sperm and egg form a zygote on the wall of the uterus.
The fetus grows and develops.
The woman gives birth to a baby.
The baby is raised by parents until it is able to take care of itself.
The person goes out into the world and finds a job.
The person meets other people and has a life.
The person gets a career, and gets married.
The person retires and eventually passes away.",Describe the life cycle of a plant,"A seed is planted in the soil.
The seed absorbs nutrients from the soil and water.
The seed sprouts and grows into a sapling.
The sapling continues to grow, developing leaves and a strong root system.
The sapling matures and produces flowers, which are pollinated.
The flowers produce fruit and the process of reproduction starts again.
The fruit is picked and eaten, or left to decompose and fertilize the soil.","sperm : seed
egg : soil and water
zygote : sapling
fetus : leaves and a strong root system
baby : flowers
parents : pollinators
job : fruit
retire : decompose
pass away : fertilize the soil"
644,Describe the life cycle of a human,"A sperm meets an egg in the uterus of a woman.
The sperm implants itself into the egg.
The sperm and egg form a zygote on the wall of the uterus.
The fetus grows and develops.
The woman gives birth to a baby.
The baby is raised by parents until it is able to take care of itself.
The person goes out into the world and finds a job.
The person meets other people and has a life.
The person gets a career, and gets married.
The person retires and eventually passes away.",Describe the life cycle of a honeybee,"A bee leaves the hive and visits many flowers.
The bee collects nectar and pollen from the flowers.
The bee returns to the hive and deposits the nectar and pollen.
The nectar and pollen is used to feed the larvae.
The larvae grow and develop into adult bees.
The adult bees build the hive, forage for food, and protect the hive from danger.
The bee colony grows and the cycle repeats.","sperm and egg : bee
zygote : hive
fetus : larvae
baby : adult bees
parents : hive
career : forage for food
marriage : protect the hive
retire : grow the colony"
645,Describe the life cycle of a human,"A sperm and egg meet inside a woman's fallopian tube.
The fertilized egg, now a zygote, travels to the uterus.
The zygote implants in the uterus.
The zygote becomes an embryo.
The embryo becomes a fetus.
The fetus grows for approximately 9 months.
The woman gives birth to a baby.
The baby grows into a child.
The child becomes an adult.
The adult mates with another adult.",Describe the life cycle of a plant,"Seeds are produced by a mature plant.
The seeds disperse to new areas via wind or animals.
The seeds germinate, grow into sprouts, absorb nutrients from the soil and develop into young plants.
As the young plants grow, they develop leaves, stems, and roots and the process of photosynthesis starts.
The young plants continue to grow and develop, building a strong root system and producing more leaves, eventually becoming adult plants.
These adult plants are capable of reproducing by producing flowers, pollination and producing more seeds.","sperm and egg : seeds
zygote : sprouts
embryo : young plants
fetus : adult plants
baby : flowers
child : pollination"
645,Describe the life cycle of a human,"A sperm and egg meet inside a woman's fallopian tube.
The fertilized egg, now a zygote, travels to the uterus.
The zygote implants in the uterus.
The zygote becomes an embryo.
The embryo becomes a fetus.
The fetus grows for approximately 9 months.
The woman gives birth to a baby.
The baby grows into a child.
The child becomes an adult.
The adult mates with another adult.",Describe the life cycle of a bee,"A bee collects pollen from a flower.
The pollen is taken back to the hive.
The pollen is added to the comb.
The pollen is converted into honey.
The honey is stored in the comb.
The honey is used to feed the larvae.
The larvae form into pupae.
The pupae become adult bees.
The adult bees leave the hive to continue the cycle.","sperm and egg : bee
zygote : pollen
uterus : hive
fetus : larvae
baby : pupae
child : adult bees"
645,Describe the life cycle of a human,"A sperm and egg meet inside a woman's fallopian tube.
The fertilized egg, now a zygote, travels to the uterus.
The zygote implants in the uterus.
The zygote becomes an embryo.
The embryo becomes a fetus.
The fetus grows for approximately 9 months.
The woman gives birth to a baby.
The baby grows into a child.
The child becomes an adult.
The adult mates with another adult.",Describe the life cycle of a butterfly,"A male and female butterfly meet in the air.
The female butterfly lays her eggs on a leaf.
The eggs hatch into larvae.
The larvae feed on the leaves.
The larvae transform into pupae.
The pupae develop into adult butterflies.
The adult butterflies mate in the air.
The female butterfly lays eggs on a leaf and the cycle continues.","sperm and egg : male and female butterfly
zygote : eggs
uterus : leaf
embryo : larvae
fetus : pupae
baby : adult butterflies
child : adult butterflies"
647,Describe the life cycle of a plant,"A seed germinates.
It grows into a plant.
The mature plant produces flowers.
The flowers become fertilized.
Produce seeds in a fruit or seedpod.
The plant dies.
The new seeds germinate to form a new plant.",Describe the life cycle of a butterfly,"A butterfly starts its life as an egg.
The egg hatches into a caterpillar.
The caterpillar eats and grows.
It then forms a chrysalis and undergoes metamorphosis.
The butterfly emerges from the chrysalis and begins to fly.
The butterfly mates and lays eggs.
The eggs hatch and continue the life cycle.","seed : egg
germinate : hatch
plant : caterpillar
flowers : chrysalis
fruit/seedpod : butterfly
dies : mates and lays eggs"
647,Describe the life cycle of a plant,"A seed germinates.
It grows into a plant.
The mature plant produces flowers.
The flowers become fertilized.
Produce seeds in a fruit or seedpod.
The plant dies.
The new seeds germinate to form a new plant.",Describe the life cycle of a butterfly,"A butterfly egg is laid on a leaf.
It hatches and a caterpillar emerges.
The caterpillar eats and grows.
It eventually forms a cocoon.
The cocoon hatches and a butterfly emerges.
The butterfly feeds and reproduces.
The butterfly lays eggs and the cycle starts again.","seed : egg
germinate : hatch
plant : caterpillar
flower : cocoon
fruit/seedpod : butterfly"
647,Describe the life cycle of a plant,"A seed germinates.
It grows into a plant.
The mature plant produces flowers.
The flowers become fertilized.
Produce seeds in a fruit or seedpod.
The plant dies.
The new seeds germinate to form a new plant.",Describe the life cycle of an insect,"A larva hatches from an egg.
It grows into an adult insect.
The mature insect reproduces.
The eggs are laid and hatch into larvae.
The adult insect dies.
The new larvae grow into adult insects and start the cycle again.","Seed : egg
Germinates : hatches
Flowers : reproduces
Fertilized : laid
Fruit or seedpod : larvae
Plant : adult insect"
648,Describe the life cycle of a plant,"A seed is planted.
It becomes a seedling.
The seedling grows into a full-grown plant.
The plant releases some kind of pollenating product.
The plant either self-pollinates or is spread by insects or birds.
Seeds are planted.
The cycle begins again.",Describe the life cycle of a bird,"An egg is laid by a female bird.
The egg hatches and the chick emerges.
The chick grows and feathers develop.
The bird then flies away.
The bird feeds and finds a mate.
The bird lays eggs and the cycle begins again.","
Seed : egg
Seedling : chick
Full-grown plant : bird
Pollenating product : feathers
Insects or birds : mate"
648,Describe the life cycle of a plant,"A seed is planted.
It becomes a seedling.
The seedling grows into a full-grown plant.
The plant releases some kind of pollenating product.
The plant either self-pollinates or is spread by insects or birds.
Seeds are planted.
The cycle begins again.",Describe the life cycle of a butterfly,"An egg is laid.
It hatches into a larva.
The larva develops into a pupa.
The pupa then emerges as an adult butterfly.
The adult butterfly produces a pheromone to attract mates.
The adult butterfly either mates with itself or other butterflies.
Eggs are laid and the cycle begins again.","Seed : egg
Seedling : larva
Full-grown plant : pupa
Pollenating product : pheromone
Insects or birds : other butterflies"
648,Describe the life cycle of a plant,"A seed is planted.
It becomes a seedling.
The seedling grows into a full-grown plant.
The plant releases some kind of pollenating product.
The plant either self-pollinates or is spread by insects or birds.
Seeds are planted.
The cycle begins again.",Describe the life cycle of a bird,"A baby bird is hatched from an egg.
It grows into a juvenile.
The juvenile matures into an adult bird.
The adult bird starts to look for a mate.
The adult birds mate and build a nest for the eggs.
The eggs are incubated and then hatch.
The cycle begins again.","Seed : egg
Seedling : juvenile
Full-grown plant : adult bird
Pollenating product : mate
Insects or birds : nest"
649,Describe the life cycle of a plant,"A seed must find its way to the earth.
The seed when given nutrients will sprout.
The sprouting will develop a root system.
The plant will grow larger until it matures.
The plant will thrive.
The plant will die.
Become nourishment for other plants.",Describe the life cycle of an animal,"An egg needs to be laid by a female.
When the egg hatches, a larva will emerge.
The larva will start to grow and eventually form into a juvenile creature.
The juvenile will grow and mature, reaching adulthood.
The adult will reproduce and lay eggs of its own.
The creature will age and eventually pass away.
The remains of the creature will nourish the environment.","seed : egg
sprout : larva
root system : juvenile
plant : creature
matures : adulthood
thrive : reproduce
die : age
nourishment : remains"
649,Describe the life cycle of a plant,"A seed must find its way to the earth.
The seed when given nutrients will sprout.
The sprouting will develop a root system.
The plant will grow larger until it matures.
The plant will thrive.
The plant will die.
Become nourishment for other plants.",Describe the life cycle of a butterfly,"A caterpillar will hatch from an egg.
The caterpillar will feed and grow.
The caterpillar will form a chrysalis.
The chrysalis will form into a butterfly.
The butterfly will feed and grow.
The butterfly will form eggs.
The eggs will hatch into caterpillars.","Seed : egg
Nutrients : food
Sprout : caterpillar
Root system : chrysalis
Plant : butterfly
Nourishment : eggs"
649,Describe the life cycle of a plant,"A seed must find its way to the earth.
The seed when given nutrients will sprout.
The sprouting will develop a root system.
The plant will grow larger until it matures.
The plant will thrive.
The plant will die.
Become nourishment for other plants.",Describe the life cycle of a butterfly,"A butterfly begins as an egg.
The egg hatches and a caterpillar emerges.
The caterpillar eats and grows.
It builds a cocoon and enters the pupal stage of metamorphosis.
The cocoon eventually opens, and a butterfly emerges.
The butterfly flaps its wings and flies away.
The butterfly lives until its lifespan is over and it dies.","
seed : egg
nutrients : caterpillar
sprout : pupal stage
root system : cocoon
mature : butterfly
thrive : flies away
die : lifespan is over"
652,Describe the life cycle of a rabbit,"Adult rabbits mate.
The female becomes pregnant.
The female gives birth to rabbit babies.
The rabbit babies grow into adult rabbits.
The new adults mate with other rabbits.
Produce more rabbits.",Describe the life cycle of a butterfly,"Adult butterflies lay eggs.
The eggs hatch into caterpillars.
The caterpillars spin cocoons and emerge as butterflies.
The butterflies fly and mate.
The female butterfly lays eggs.
The eggs hatch into caterpillars.","Rabbit : butterfly
Babies : caterpillars
Adult : adults"
652,Describe the life cycle of a rabbit,"Adult rabbits mate.
The female becomes pregnant.
The female gives birth to rabbit babies.
The rabbit babies grow into adult rabbits.
The new adults mate with other rabbits.
Produce more rabbits.",Describe the life cycle of a butterfly,"Adult butterflies lay eggs.
The eggs hatch into caterpillars.
The caterpillars feed and grow.
The caterpillars form a chrysalis or cocoon.
The chrysalis or cocoon evolves into an adult butterfly.
The adult butterfly mates and lays eggs.","Adult rabbits : Adult butterflies
Rabbit babies : caterpillars
Chrysalis/cocoon : chrysalis/cocoon
Produce more rabbits : adult butterfly mates and lays eggs"
652,Describe the life cycle of a rabbit,"Adult rabbits mate.
The female becomes pregnant.
The female gives birth to rabbit babies.
The rabbit babies grow into adult rabbits.
The new adults mate with other rabbits.
Produce more rabbits.",Describe the life cycle of a bee,"Adult bees mate.
The female bee becomes pregnant.
The female bee gives birth to bee larvae.
The larvae grow and develop into larvae, then pupae, and finally adult bees.
The new adult bees mate with other bees.
Produce more bees.","Rabbit babies : bee larvae
Adult rabbits : adult bees"
656,Describe the lifecycle of a butterfly,"A larva is born.
The caterpillar eats constantly until it grows bigger.
The caterpillar starts to form a cocoon around itself.
The caterpillar becomes a pupa.
After some time the cocoon hatches.
And a butterfly is born.",Describe the lifecycle of a turtle,"A baby turtle is born.
The turtle eats and grows until it's big enough to survive on its own.
The turtle builds a nest and lays eggs.
The eggs hatch and baby turtles emerge.
The baby turtles reach maturity over time and eventually become adults.
They then start the cycle again by building a nest and laying eggs. ","Larva : baby turtle
Caterpillar : turtle
Cocoon : nest
Pupa : eggs
Butterfly : adult turtle"
656,Describe the lifecycle of a butterfly,"A larva is born.
The caterpillar eats constantly until it grows bigger.
The caterpillar starts to form a cocoon around itself.
The caterpillar becomes a pupa.
After some time the cocoon hatches.
And a butterfly is born.",Describe the lifecycle of an insect,"An egg is laid.
The egg hatches and the nymph emerges.
The nymph feeds until it grows bigger.
The nymph molts several times, eventually forming an exoskeleton.
The nymph matures into an adult, which is capable of reproducing.
The adult lays eggs and the cycle starts again. ","Larva : egg
Caterpillar : nymph
Cocoon : exoskeleton
Pupa : adult
Butterfly : reproducing"
656,Describe the lifecycle of a butterfly,"A larva is born.
The caterpillar eats constantly until it grows bigger.
The caterpillar starts to form a cocoon around itself.
The caterpillar becomes a pupa.
After some time the cocoon hatches.
And a butterfly is born.",Describe the lifecycle of a butterfly,"An egg is laid.
The egg hatches and a larva emerges.
The larva feeds until it outgrows its skin.
The larva molts and sheds its skin several times as it grows.
When it is ready, the larva forms a pupa.
The pupa matures and a butterfly emerges.","Caterpillar : larva
Cocoon : pupa
Butterfly : butterfly"
658,Describe the lifecycle of a butterfly,"The butterfly starts as an egg.
The egg hatches to form a larva, also called a caterpillar.
The carterpillar molts (loses its skin) many times as it grows.
The caterpillar then forms itself into a pupa, or chrysalis.
The caterpillar in the chrysalis begins change, a process called mmetaphorphosis.
The caterpillar completes its metamorphosis and has turned into a butterfly.
The adult butterfly emerges out of the chrysalis and flys away!.",Describe the lifecycle of a frog,"A frog starts as an egg.
The egg hatches to form a tadpole.
The tadpole grows larger and develops legs and a tail.
The tadpole undergoes metamorphosis and develops lungs to breathe air.
The tadpole completes its metamorphosis and emerges as an adult frog.
The adult frog hops away!","Butterfly : frog
Egg : egg
Larva/Caterpillar : tadpole
Pupa/Chrysalis : lungs
Metamorphosis : metamorphosis"
658,Describe the lifecycle of a butterfly,"The butterfly starts as an egg.
The egg hatches to form a larva, also called a caterpillar.
The carterpillar molts (loses its skin) many times as it grows.
The caterpillar then forms itself into a pupa, or chrysalis.
The caterpillar in the chrysalis begins change, a process called mmetaphorphosis.
The caterpillar completes its metamorphosis and has turned into a butterfly.
The adult butterfly emerges out of the chrysalis and flys away!.",Describe the lifecycle of a frog,"A frog starts as an egg.
The egg hatches to form a tadpole.
The tadpole grows and develops into an adult frog.
The tadpole begins to develop lungs and legs, and its tail begins to disappear.
The adult frog emerges and is capable of hopping, eating, and mating.
The female frog lays eggs and the cycle begins again.","Butterfly : Frog
Egg : Egg
Larva : Tadpole
Pupa : Adult Frog
Metamorphosis : Developing lungs and legs, and its tail beginning to disappear"
658,Describe the lifecycle of a butterfly,"The butterfly starts as an egg.
The egg hatches to form a larva, also called a caterpillar.
The carterpillar molts (loses its skin) many times as it grows.
The caterpillar then forms itself into a pupa, or chrysalis.
The caterpillar in the chrysalis begins change, a process called mmetaphorphosis.
The caterpillar completes its metamorphosis and has turned into a butterfly.
The adult butterfly emerges out of the chrysalis and flys away!.",Describe the life cycle of a frog,"A frog begins life as an egg.
The egg hatches and becomes a tadpole.
The tadpole uses its tail to swim and grows bigger.
The tadpole then forms itself into a froglet.
The froglet undergoes a process of metamorphosis and changes into a frog.
The adult frog then emerges from the metamorphosis and hops away.","Butterfly : frog
Egg : egg
Larva/Caterpillar : tadpole
Pupa/Chrysalis : froglet
Metamorphosis : metamorphosis"
